(9001, 0, 0, 0, 75, 6, 100, 50, 50, 32767, 32767, 0, 10, 0, 0, 100, 100, 0, 0, 'Versorgungsposten', 0, 1, 0, 10000, 50, '0', 0, '0', 0, 0, 0),
(9002, 0, 0, 0, 75, 6, 100, 50, 50, 32767, 32767, 0, 10, 0, 0, 100, 100, 0, 0, 'Versorgungsposten', 0, 1, 0, 10000, 50, '0', 0, '0', 0, 0, 0),
(9003, 0, 0, 0, 75, 6, 100, 50, 50, 32767, 32767, 0, 10, 0, 0, 100, 100, 0, 0, 'Versorgungsposten', 0, 1, 0, 10000, 50, '0', 0, '0', 0, 0, 0),
(8101, 8, 1, 0, 75, 6, 100, 320, 160, 8100, 5400, 160, 6, 100, 3, 100, 150, 5, 4, 'Galaxy', 0, 1, 50, 1110, 0, '0', 0, '8101', 0, 0, 5),
(8102, 8, 1, 0, 75, 6, 100, 320, 160, 8100, 5400, 160, 6, 100, 3, 100, 150, 5, 4, 'D\'Deridex', 0, 1, 50, 1110, 0, '0', 0, '8102', 0, 0, 5),
(8203, 8, 2, 0, 75, 6, 100, 330, 165, 5400, 5400, 200, 6, 50, 6, 100, 200, 5, 2, 'Negh\'Var', 0, 1, 50, 1060, 0, '0', 0, '8203', 0, 0, 5),
(6601, 6, 6, 0, 75, 3, 10, 170, 85, 910, 910, 48, 2, 0, 2, 100, 150, 0, 0, 'Epsilon', 1, 0, 50, 1200, 0, '0', 9600, '6601', 6601001, 0, 3),
(6701, 6, 7, 0, 75, 3, 10, 120, 60, 910, 910, 48, 3, 0, 2, 100, 150, 0, 0, 'Antares', 1, 0, 50, 600, 0, '0', 9600, '6701', 6701001, 0, 2),
(6501, 6, 5, 0, 75, 3, 10, 120, 60, 910, 910, 48, 3, 0, 2, 100, 150, 0, 0, 'Aerie', 1, 0, 50, 155, 0, '0', 9600, '6501', 6501001, 0, 2),
(6602, 6, 6, 0, 75, 3, 10, 170, 85, 910, 910, 48, 2, 0, 2, 100, 150, 0, 0, 'T\'Mera', 1, 0, 50, 1200, 0, '0', 9600, '6602', 6602001, 0, 3),
(6702, 6, 7, 0, 75, 3, 10, 120, 60, 910, 910, 48, 3, 0, 2, 100, 150, 0, 0, 'Terix', 1, 0, 50, 600, 0, '0', 9600, '6702', 6702001, 0, 2),
(6502, 6, 5, 0, 75, 3, 10, 120, 60, 910, 910, 48, 3, 0, 2, 100, 150, 0, 0, 'Kestrel', 1, 0, 50, 155, 0, '0', 9600, '6502', 6502001, 0, 2),
(6603, 6, 6, 0, 75, 3, 10, 170, 85, 910, 910, 48, 2, 0, 2, 100, 150, 0, 0, 'Tong\'duj', 1, 0, 50, 1200, 0, '0', 9600, '6603', 6603001, 0, 3),
(6703, 6, 7, 0, 75, 3, 10, 120, 60, 910, 910, 48, 3, 0, 2, 100, 150, 0, 0, 'Jolpa\'law', 1, 0, 50, 600, 0, '0', 9600, '6703', 6703001, 0, 2),
(6503, 6, 5, 0, 75, 3, 10, 120, 60, 910, 910, 48, 3, 0, 2, 100, 150, 0, 0, 'Unnamed KliCivCol', 1, 0, 50, 155, 0, '0', 9600, '6503', 6503001, 0, 2),
(5101, 5, 1, 0, 75, 5, 50, 300, 150, 4050, 2700, 80, 4, 50, 3, 100, 150, 5, 2, 'Akira', 1, 0, 50, 140, 0, '0', 24000, '5101', 5101001, 0, 5),
(5191, 5, 1, 0, 75, 5, 50, 300, 150, 4050, 2700, 80, 4, 50, 3, 100, 150, 5, 2, 'Excelsior', 1, 0, 50, 140, 0, '0', 24000, '5191', 5191001, 0, 5),
(5201, 5, 2, 0, 75, 5, 50, 300, 150, 2700, 2700, 150, 4, 25, 4, 100, 200, 5, 1, 'Prometheus', 1, 0, 50, 115, 0, '0', 24000, '5201', 5201001, 0, 5),
(5401, 5, 4, 0, 75, 5, 50, 375, 188, 2700, 2700, 80, 5, 50, 3, 100, 150, 5, 2, 'Intrepid', 1, 0, 50, 140, 0, '0', 24000, '5401', 5401001, 0, 5),
(5491, 5, 4, 0, 75, 5, 50, 375, 188, 2700, 2700, 80, 5, 50, 3, 100, 150, 5, 2, 'Luna', 1, 0, 50, 140, 0, '0', 24000, '5491', 5491001, 0, 5),
(5202, 5, 2, 0, 75, 5, 50, 300, 150, 2700, 2700, 150, 4, 25, 4, 100, 200, 5, 1, 'Mogai', 1, 0, 50, 115, 0, '0', 24000, '5202', 5202001, 0, 5),
(5302, 5, 3, 0, 75, 5, 50, 300, 150, 2700, 4050, 90, 4, 75, 2, 100, 150, 5, 3, 'Raptor', 1, 0, 50, 165, 0, '0', 24000, '5302', 5302001, 0, 5),
(5402, 5, 4, 0, 75, 5, 50, 375, 188, 2700, 2700, 80, 5, 50, 3, 100, 150, 5, 2, 'Shadow', 1, 0, 50, 140, 0, '0', 24000, '5402', 5402001, 0, 5),
(5103, 5, 1, 0, 75, 5, 50, 300, 150, 4050, 2700, 80, 4, 50, 3, 100, 150, 5, 2, 'Fek\'lhr', 1, 0, 50, 140, 0, '0', 24000, '5103', 5103001, 0, 5),
